Iteration	Mat32.variance	Mat32.lengthscale	Gaussian_noise.variance
1.0	1.05515216455	3.42098047717	4.00521410635e-08
2.0	1.05515216455	3.42098047717	4.00521410635e-08
3.0	1.05515216455	3.42098047717	4.00521410635e-08
4.0	1.05515216455	3.42098047717	4.00521410635e-08
5.0	1.05515216455	3.42098047717	4.00521410635e-08
6.0	1.05515216455	3.42098047717	4.00521410635e-08
7.0	1.05515216455	3.42098047717	4.00521410635e-08
8.0	1.05515216455	3.42098047717	4.00521410635e-08
9.0	1.05515216455	3.42098047717	4.00521410635e-08
10.0	1.05515216455	3.42098047717	4.00521410635e-08
11.0	1.05515216455	3.42098047717	4.00521410635e-08
12.0	1.05515216455	3.42098047717	4.00521410635e-08
13.0	1.05515216455	3.42098047717	4.00521410635e-08
14.0	1.05515216455	3.42098047717	4.00521410635e-08
15.0	1.05515216455	3.42098047717	4.00521410635e-08
16.0	1.05515216455	3.42098047717	4.00521410635e-08
17.0	1.05515216455	3.42098047717	4.00521410635e-08
18.0	1.05515216455	3.42098047717	4.00521410635e-08
19.0	1.05515216455	3.42098047717	4.00521410635e-08
20.0	1.05515216455	3.42098047717	4.00521410635e-08
21.0	1.05515216455	3.42098047717	4.00521410635e-08
22.0	1.05515216455	3.42098047717	4.00521410635e-08
23.0	1.05515216455	3.42098047717	4.00521410635e-08
24.0	1.05515216455	3.42098047717	4.00521410635e-08
25.0	1.05515216455	3.42098047717	4.00521410635e-08
26.0	1.05515216455	3.42098047717	4.00521410635e-08
27.0	1.05515216455	3.42098047717	4.00521410635e-08
28.0	1.05515216455	3.42098047717	4.00521410635e-08
29.0	1.05515216455	3.42098047717	4.00521410635e-08
30.0	1.05515216455	3.42098047717	4.00521410635e-08
31.0	1.05515216455	3.42098047717	4.00521410635e-08
32.0	1.05515216455	3.42098047717	4.00521410635e-08
33.0	1.05515216455	3.42098047717	4.00521410635e-08
34.0	1.05515216455	3.42098047717	4.00521410635e-08
35.0	1.05515216455	3.42098047717	4.00521410635e-08
36.0	1.05515216455	3.42098047717	4.00521410635e-08
