Iteration	Mat32.variance	Mat32.lengthscale	Gaussian_noise.variance
1.0	0.999806800401	0.915981918953	0.000147226263115
2.0	0.999806800401	0.915981918953	0.000147226263115
3.0	0.999806800401	0.915981918953	0.000147226263115
4.0	0.999806800401	0.915981918953	0.000147226263115
5.0	0.999806800401	0.915981918953	0.000147226263115
6.0	0.999806800401	0.915981918953	0.000147226263115
7.0	0.999806800401	0.915981918953	0.000147226263115
8.0	0.999806800401	0.915981918953	0.000147226263115
9.0	0.999806800401	0.915981918953	0.000147226263115
10.0	0.999806800401	0.915981918953	0.000147226263115
11.0	0.999806800401	0.915981918953	0.000147226263115
12.0	0.999806800401	0.915981918953	0.000147226263115
13.0	0.999806800401	0.915981918953	0.000147226263115
14.0	0.999806800401	0.915981918953	0.000147226263115
15.0	0.999806800401	0.915981918953	0.000147226263115
16.0	0.999806800401	0.915981918953	0.000147226263115
17.0	0.999806800401	0.915981918953	0.000147226263115
18.0	0.999806800401	0.915981918953	0.000147226263115
19.0	0.999806800401	0.915981918953	0.000147226263115
20.0	0.999806800401	0.915981918953	0.000147226263115
21.0	0.999806800401	0.915981918953	0.000147226263115
22.0	0.999806800401	0.915981918953	0.000147226263115
23.0	0.999806800401	0.915981918953	0.000147226263115
24.0	0.999806800401	0.915981918953	0.000147226263115
25.0	0.999806800401	0.915981918953	0.000147226263115
26.0	0.999806800401	0.915981918953	0.000147226263115
27.0	0.999806800401	0.915981918953	0.000147226263115
28.0	0.999806800401	0.915981918953	0.000147226263115
29.0	0.999806800401	0.915981918953	0.000147226263115
30.0	0.999806800401	0.915981918953	0.000147226263115
31.0	0.999806800401	0.915981918953	0.000147226263115
32.0	0.999806800401	0.915981918953	0.000147226263115
33.0	0.999806800401	0.915981918953	0.000147226263115
34.0	0.999806800401	0.915981918953	0.000147226263115
35.0	0.999806800401	0.915981918953	0.000147226263115
36.0	0.999806800401	0.915981918953	0.000147226263115
37.0	0.999806800401	0.915981918953	0.000147226263115
38.0	0.999806800401	0.915981918953	0.000147226263115
39.0	0.999806800401	0.915981918953	0.000147226263115
40.0	0.999806800401	0.915981918953	0.000147226263115
41.0	0.999806800401	0.915981918953	0.000147226263115
42.0	0.999806800401	0.915981918953	0.000147226263115
43.0	0.999806800401	0.915981918953	0.000147226263115
44.0	0.999806800401	0.915981918953	0.000147226263115
45.0	0.999806800401	0.915981918953	0.000147226263115
46.0	0.999806800401	0.915981918953	0.000147226263115
47.0	0.999806800401	0.915981918953	0.000147226263115
48.0	0.999806800401	0.915981918953	0.000147226263115
49.0	0.999806800401	0.915981918953	0.000147226263115
50.0	0.999806800401	0.915981918953	0.000147226263115
51.0	0.999806800401	0.915981918953	0.000147226263115
