Iteration	Mat32.variance	Mat32.lengthscale	Gaussian_noise.variance
1.0	1.03892794996	0.00293699060698	0.0157229707253
2.0	1.03892794996	0.00293699060698	0.0157229707253
3.0	1.03892794996	0.00293699060698	0.0157229707253
4.0	1.03892794996	0.00293699060698	0.0157229707253
5.0	1.03892794996	0.00293699060698	0.0157229707253
6.0	1.03892794996	0.00293699060698	0.0157229707253
7.0	1.03892794996	0.00293699060698	0.0157229707253
8.0	1.03892794996	0.00293699060698	0.0157229707253
9.0	1.03892794996	0.00293699060698	0.0157229707253
10.0	1.03892794996	0.00293699060698	0.0157229707253
11.0	1.03892794996	0.00293699060698	0.0157229707253
12.0	1.03892794996	0.00293699060698	0.0157229707253
13.0	1.03892794996	0.00293699060698	0.0157229707253
14.0	1.03892794996	0.00293699060698	0.0157229707253
15.0	1.03892794996	0.00293699060698	0.0157229707253
16.0	1.03892794996	0.00293699060698	0.0157229707253
