Iteration	Mat32.variance	Mat32.lengthscale	Gaussian_noise.variance
1.0	0.968543618584	1.72943345958	3.95695518937e-08
2.0	0.968543618584	1.72943345958	3.95695518937e-08
3.0	0.968543618584	1.72943345958	3.95695518937e-08
4.0	0.968543618584	1.72943345958	3.95695518937e-08
5.0	0.968543618584	1.72943345958	3.95695518937e-08
6.0	0.968543618584	1.72943345958	3.95695518937e-08
7.0	0.968543618584	1.72943345958	3.95695518937e-08
8.0	0.968543618584	1.72943345958	3.95695518937e-08
9.0	0.968543618584	1.72943345958	3.95695518937e-08
10.0	0.968543618584	1.72943345958	3.95695518937e-08
11.0	0.968543618584	1.72943345958	3.95695518937e-08
12.0	0.968543618584	1.72943345958	3.95695518937e-08
13.0	0.968543618584	1.72943345958	3.95695518937e-08
14.0	0.968543618584	1.72943345958	3.95695518937e-08
15.0	0.968543618584	1.72943345958	3.95695518937e-08
16.0	0.968543618584	1.72943345958	3.95695518937e-08
17.0	0.968543618584	1.72943345958	3.95695518937e-08
18.0	0.968543618584	1.72943345958	3.95695518937e-08
19.0	0.968543618584	1.72943345958	3.95695518937e-08
20.0	0.968543618584	1.72943345958	3.95695518937e-08
21.0	0.968543618584	1.72943345958	3.95695518937e-08
22.0	0.968543618584	1.72943345958	3.95695518937e-08
23.0	0.968543618584	1.72943345958	3.95695518937e-08
24.0	0.968543618584	1.72943345958	3.95695518937e-08
25.0	0.968543618584	1.72943345958	3.95695518937e-08
26.0	0.968543618584	1.72943345958	3.95695518937e-08
27.0	0.968543618584	1.72943345958	3.95695518937e-08
28.0	0.968543618584	1.72943345958	3.95695518937e-08
29.0	0.968543618584	1.72943345958	3.95695518937e-08
30.0	0.968543618584	1.72943345958	3.95695518937e-08
31.0	0.968543618584	1.72943345958	3.95695518937e-08
32.0	0.968543618584	1.72943345958	3.95695518937e-08
33.0	0.968543618584	1.72943345958	3.95695518937e-08
34.0	0.968543618584	1.72943345958	3.95695518937e-08
35.0	0.968543618584	1.72943345958	3.95695518937e-08
36.0	0.968543618584	1.72943345958	3.95695518937e-08
