85	7968.6	0
109	7918	0
169	7377.7	0
202	7344.8	0
228	7337	0
275	7217.8	0
314	7208.5	0
432	7159.4	0
522	6624.4	0
548	6415.1	0
635	6384.9	0
697	6235.3	0
818	6143.9	0
847	5951.3	0
865	5950.4	0
891	5926.3	0
913	5923.3	0
937	5906.7	0
952	5897.2	0
974	5884.8	0
58	7699.1	1
169	7501.2	1
257	7188	1
287	6997.5	1
310	6991.4	1
368	6968.8	1
410	6965.3	1
435	6906	1
522	6376.8	1
542	6355.9	1
561	6338.9	1
586	6333.4	1
615	6329.6	1
636	6327.8	1
663	6262	1
782	6247.6	1
827	6246.7	1
865	5964.5	1
896	5964.4	1
913	5963.2	1
80	7819	2
106	7622.8	2
144	7275.3	2
164	7267.9	2
183	7264.6	2
307	7210.3	2
395	6704	2
417	6699.7	2
545	6632.6	2
591	6584.7	2
618	6577.5	2
679	6219.5	2
697	6205.4	2
716	6201.2	2
788	6196.9	2
809	6185.3	2
829	6184.2	2
861	5940.5	2
876	5939.3	2
891	5938.7	2
24	11976	3
82	7581.8	3
98	7521.8	3
121	7511.9	3
157	7499.8	3
185	7258	3
317	7205.9	3
346	6999.4	3
386	6884.6	3
446	6877.6	3
538	6351.8	3
559	6350.6	3
580	6348.8	3
609	6269.4	3
734	6190.2	3
764	6022.1	3
802	5968.9	3
826	5967.8	3
842	5956.7	3
