0	11998	0
64	7579.7	0
82	7566.8	0
114	7548.2	0
233	7437.4	0
259	7169.3	0
316	7082.6	0
333	7077.6	0
355	7073.3	0
379	7069.8	0
410	7065.6	0
532	6914.6	0
583	6846.5	0
706	6826.7	0
757	6824	0
781	6795.6	0
802	6771.9	0
824	6751.1	0
29	7699.1	1
146	7501.2	1
173	7257.2	1
196	7244.9	1
323	6746.1	1
367	6689.9	1
398	6679.4	1
423	6675	1
558	6634.8	1
588	6497.1	1
610	6462.6	1
641	6420.4	1
669	6399.6	1
697	6390.1	1
719	6367.2	1
737	6339.5	1
795	6237.3	1
811	6216.2	1
826	6213.7	1
846	6209.4	1
63	7968.6	2
86	7910.1	2
109	7880.3	2
227	7432	2
345	7431.2	2
368	7093.9	2
434	7073.7	2
453	7038.7	2
478	7034.3	2
607	6861	2
637	6847.7	2
660	6843	2
691	6816.2	2
712	6790.8	2
739	6780.3	2
765	6774.3	2
788	6774	2
823	6295.4	2
852	6208.5	2
867	6192.5	2
36	7819	3
58	7622.8	3
78	7560.2	3
99	7528.3	3
145	7386.9	3
171	7374.8	3
214	7343.9	3
299	7292.9	3
318	7287.3	3
342	7176.5	3
365	7149.9	3
384	7126.2	3
407	7125.6	3
429	7125.5	3
571	7062.1	3
599	6860.1	3
617	6860	3
639	6843.4	3
660	6843.2	3
686	6841.2	3
