8	6170.3
13	6051.5
17	5632.4
22	5118.6
28	5041.6
34	4668.6
39	4476.3
43	4415.5
47	4406.1
51	4393.9
55	4393.3
58	4393.3
62	4392.2
66	4367
72	4365.3
78	4365.1
82	4363.1
86	4254.2
90	4248.1
94	4247.9
98	4247.9
102	4233.5
108	4232.8
112	4162.8
116	4154.8
120	4145.6
124	4144.7
128	4076.8
132	4068.9
136	4065.8
141	4040.3
145	3987.8
149	3986.2
154	3962.7
158	3960.4
163	3960.4
166	3960.4
170	3960.2
174	3960
177	3960
183	3946.1
187	3908.4
192	3907.4
197	3890.2
201	3890
207	3889.7
212	3889.7
217	3831.3
221	3805.4
227	3805
231	3792.3
235	3791.7
239	3791.6
243	3753.8
247	3742.3
251	3741.4
255	3741.3
259	3741.3
263	3708.4
267	3705.1
271	3701.6
274	3701
279	3667.5
283	3656.6
287	3632.9
291	3632.9
295	3632
300	3624.4
304	3624.3
308	3624.2
313	3616.2
317	3616.1
321	3608.7
325	3588.2
330	3582.2
335	3575.3
339	3575.1
343	3551.8
346	3551.7
351	3546.4
355	3546.1
360	3545.2
364	3526.7
369	3520.9
373	3508.3
377	3508.3
381	3504.3
385	3500.7
389	3500.3
394	3496.8
398	3493.1
402	3477.2
406	3477.2
410	3477
414	3476.1
417	3475.9
421	3464.3
427	3464
432	3459.7
