1.30862, 16733.3, 1
1.67772, 16733.3, 2
1.74483, 16733.3, 3
1.77838, 16733.3, 0
7.44908, 15663.8, 2
7.75107, 6349.95, 3
8.6906, 7338.78, 0
10.2341, 6170.32, 1
12.348, 7100.01, 0
13.0191, 6426.28, 2
15.7035, 6045.98, 1
16.5423, 7081.32, 0
17.7503, 4869.18, 3
18.3878, 5478.11, 2
21.7768, 5632.82, 1
22.7835, 5454.22, 2
23.0854, 4671.06, 3
26.2396, 5626.28, 1
26.81, 5452.9, 2
27.6824, 4669.41, 3
28.0515, 7073.67, 0
32.4471, 5234.97, 1
32.6485, 5048.81, 2
34.0577, 4667.99, 3
35.8697, 4855.82, 0
36.5408, 5045.37, 2
36.8428, 4539.65, 1
37.4467, 4664.48, 3
40.0975, 4540.22, 0
40.4666, 4854.74, 2
40.6344, 4528.34, 1
40.9029, 4649.22, 3
44.4596, 4535.81, 0
45.634, 4505.37, 1
45.8018, 4432.67, 2
46.7749, 4648.88, 3
48.3519, 4382.6, 0
49.3586, 4419.26, 2
49.3921, 4497.83, 1
50.231, 4430.75, 3
52.0765, 4300.1, 0
52.3449, 4419.26, 2
52.4791, 4489.17, 1
53.9555, 4325.68, 3
55.5997, 4478.36, 1
55.9017, 4417.32, 2
56.0695, 4287.69, 0
58.2169, 4281.87, 3
59.0894, 4265.56, 1
59.2907, 4285.61, 0
59.9953, 4300.5, 2
62.7803, 4181.91, 3
64.1896, 4254.37, 0
64.2232, 4232.84, 1
65.0285, 4296.03, 2
67.176, 4254.29, 0
67.2766, 4232.11, 1
67.5115, 4178.33, 3
68.6524, 4148.87, 2
70.1288, 4253.88, 0
70.5985, 4221.12, 1
70.6321, 4174.06, 3
72.9138, 4121.33, 2
74.1217, 4139.94, 0
74.3566, 4220.85, 1
75.0613, 4123.67, 3
77.5443, 4220.01, 1
79.1214, 4120.3, 2
79.524, 4101.01, 3
79.524, 4113.7, 0
82.2084, 4138.4, 1
84.5572, 4116.14, 2
84.9598, 4042.62, 0
86.3356, 4100.11, 3
87.8455, 4055.05, 1
90.0265, 3973.3, 0
90.4627, 4116.08, 2
90.8654, 3972.9, 3
92.2076, 4030.09, 1
93.0464, 3973, 0
93.4827, 4114.03, 2
94.5899, 3928.05, 3
95.865, 3910.36, 1
97.1736, 4008.24, 2
97.3414, 3952.62, 0
97.7441, 3927.38, 3
98.8178, 3909.43, 1
100.227, 4007.98, 2
100.898, 3890.61, 0
101.569, 3875.58, 3
102.475, 3873.31, 1
103.213, 4007.51, 2
103.952, 3887.49, 0
104.623, 3875.46, 3
106.032, 3870.42, 1
106.871, 3870.02, 2
107.643, 3841.18, 0
108.884, 3859.65, 3
109.622, 3835.13, 1
109.891, 3869.23, 2
110.83, 3816.6, 0
112.139, 3810.26, 3
112.743, 3833.9, 1
113.817, 3816.06, 0
114.085, 3852.33, 2
115.092, 3809.92, 3
115.863, 3791.63, 1
117.273, 3777.43, 2
118.112, 3809.92, 3
118.112, 3804.22, 0
120.125, 3776.19, 1
120.796, 3733.56, 2
121.232, 3779.91, 0
121.366, 3768.15, 3
124.185, 3779.9, 0
124.353, 3762.13, 1
124.89, 3732.12, 3
125.057, 3720.27, 2
127.104, 3779.81, 0
127.406, 3740.53, 1
128.111, 3677.6, 2
130.191, 3721.13, 3
131.433, 3739.91, 1
131.735, 3751.81, 0
133.077, 3676.81, 2
133.849, 3712.79, 3
135.124, 3715.92, 1
135.996, 3739.71, 0
136.634, 3651.08, 2
136.801, 3712.79, 3
138.311, 3642.3, 1
139.788, 3710.87, 3
139.821, 3619.31, 2
140.224, 3728.19, 0
141.398, 3641.85, 1
142.841, 3678.8, 3
143.479, 3620.86, 0
144.385, 3612.17, 2
146.062, 3632.6, 1
146.968, 3650.88, 3
147.17, 3619.9, 0
147.371, 3611.76, 2
148.982, 3612.02, 1
150.089, 3649.8, 3
150.156, 3619.5, 0
150.592, 3580.44, 2
153.881, 3587.61, 1
