1.64417, 16733.3, 0
9.12681, 6170.32, 0
14.0929, 6048.78, 0
17.5154, 5631.12, 0
21.6091, 5116.12, 0
26.4073, 5039.04, 0
33.2524, 4665.23, 0
36.7085, 4483.62, 0
40.668, 4422.47, 0
43.453, 4421.9, 0
46.4729, 4410.78, 0
49.2579, 4410.66, 0
52.0094, 4410.32, 0
54.9622, 4318.29, 0
57.9821, 4294.74, 0
62.3441, 4292.81, 0
67.2766, 4292.6, 0
70.263, 4291.71, 0
73.9204, 4166.44, 0
77.1081, 4160.79, 0
80.0609, 4160.46, 0
82.8123, 4160.34, 0
86.2013, 4145.62, 0
90.7312, 4144.73, 0
94.0866, 4083.49, 0
97.1736, 4076.91, 0
99.8915, 4076.85, 0
102.677, 4076.85, 0
106.166, 4022.64, 0
109.253, 4015.04, 0
112.005, 4011.25, 0
115.998, 3991.11, 0
119.387, 3954.49, 0
122.541, 3954.15, 0
126.5, 3932.99, 0
130.124, 3930.81, 0
133.882, 3930.8, 0
136.634, 3930.19, 0
139.452, 3929.66, 0
142.338, 3928.79, 0
145.089, 3928.79, 0
149.384, 3913.44, 0
152.136, 3913.42, 0
156.666, 3912.93, 0
160.592, 3895.93, 0
163.343, 3895.86, 0
167.168, 3895.26, 0
171.899, 3895.16, 0
175.288, 3864.06, 0
178.543, 3836.25, 0
183.274, 3835.8, 0
187.234, 3823.03, 0
189.952, 3822.98, 0
192.804, 3821.5, 0
196.059, 3792.73, 0
200.018, 3777.34, 0
202.971, 3776.3, 0
205.722, 3774.84, 0
208.474, 3774.82, 0
211.695, 3750.46, 0
214.446, 3750.14, 0
217.265, 3746.95, 0
220.218, 3746.85, 0
223.405, 3725.52, 0
227.331, 3715.19, 0
230.553, 3690.67, 0
233.405, 3690.6, 0
236.324, 3689.79, 0
240.25, 3678.77, 0
243.169, 3678.64, 0
245.887, 3678.64, 0
249.813, 3670.4, 0
252.531, 3670.4, 0
256.49, 3659.93, 0
259.644, 3639.53, 0
263.57, 3629.79, 0
267.496, 3623.11, 0
270.214, 3616.27, 0
273.536, 3593.48, 0
276.254, 3593.48, 0
280.18, 3587.64, 0
283.065, 3587.36, 0
287.427, 3586.43, 0
290.615, 3567.49, 0
294.541, 3561.61, 0
297.762, 3543.37, 0
300.513, 3543.29, 0
300.547, 1.79769e+308, 0
