49	1.093e+07	3
52	7.3651e+06	3
55	7.3651e+06	3
59	7.3651e+06	3
62	6.9267e+06	2
64	6.578e+06	2
66	6.578e+06	2
68	6.578e+06	2
72	6.578e+06	2
75	6.3144e+06	2
76	5.7856e+06	0
79	5.7856e+06	0
84	5.7856e+06	0
91	5.7856e+06	0
92	5.6093e+06	3
100	5.5697e+06	0
101	5.5064e+06	1
104	5.4909e+06	1
107	5.4909e+06	1
119	5.4909e+06	1
121	5.4909e+06	1
124	5.4909e+06	1
126	5.4909e+06	1
129	5.4909e+06	1
133	5.4909e+06	1
140	5.4751e+06	0
140	4.8965e+06	1
158	4.8723e+06	0
160	4.8723e+06	0
164	4.8723e+06	0
167	4.8723e+06	0
170	4.8723e+06	0
174	4.87e+06	0
177	4.87e+06	0
180	4.87e+06	0
189	4.87e+06	0
195	4.87e+06	0
204	4.87e+06	0
206	4.87e+06	0
209	4.87e+06	0
211	4.87e+06	0
214	4.87e+06	0
220	4.87e+06	0
225	4.87e+06	0
227	4.87e+06	0
230	4.87e+06	0
233	4.87e+06	0
237	4.87e+06	0
240	4.87e+06	0
243	4.8417e+06	1
245	4.8417e+06	1
248	4.8417e+06	1
251	4.8417e+06	1
253	4.8417e+06	1
257	4.8417e+06	1
261	4.8417e+06	1
264	4.8417e+06	1
267	4.8417e+06	1
271	4.8417e+06	1
274	4.8417e+06	1
279	4.8417e+06	1
285	4.8417e+06	1
288	4.8417e+06	1
332	4.8417e+06	1
335	4.8417e+06	1
338	4.8417e+06	1
341	4.8417e+06	1
344	4.8409e+06	1
347	4.8409e+06	1
350	4.8409e+06	1
387	4.8409e+06	1
390	4.8409e+06	1
392	4.8409e+06	1
395	4.8409e+06	1
399	4.8409e+06	1
401	4.8409e+06	1
406	4.8409e+06	1
409	4.8409e+06	1
413	4.8409e+06	1
415	4.8409e+06	1
419	4.8409e+06	1
422	4.8409e+06	1
382	4.8167e+06	4
