0.00157286, 1e+08, 0
0.00445645, 1e+08, 1
0.00524288, 1e+08, 3
0.00550502, 1e+08, 2
34.5917, 1.04925e+07, 3
45.0421, 1.09397e+07, 0
47.9771, 1.0926e+07, 1
48.1323, 1.09237e+07, 2
61.3131, 7.35063e+06, 0
62.4375, 6.63829e+06, 1
64.3016, 7.32511e+06, 2
69.0435, 6.98836e+06, 2
73.7846, 6.63829e+06, 1
75.4765, 6.98836e+06, 2
78.2371, 6.82477e+06, 3
97.0609, 6.90173e+06, 0
103.957, 6.63829e+06, 1
137.256, 6.90173e+06, 0
137.934, 6.61054e+06, 3
146.385, 4.95292e+06, 3
200.723, 5.60379e+06, 2
206.881, 5.26654e+06, 2
213.894, 5.22155e+06, 2
219.876, 5.22155e+06, 2
222.479, 5.20155e+06, 2
265.417, 5.92921e+06, 1
276.209, 5.67505e+06, 1
289.087, 5.92921e+06, 0
310.035, 4.91479e+06, 3
321.314, 4.78239e+06, 3
324.727, 5.65505e+06, 1
328.821, 5.38927e+06, 1
330.982, 4.67462e+06, 2
332.66, 5.3386e+06, 1
336.721, 4.10919e+06, 2
382.617, 5.92921e+06, 0
382.738, 4.10799e+06, 2
385.625, 4.67611e+06, 1
388.821, 4.26867e+06, 3
394.291, 4.25089e+06, 3
399.533, 4.24987e+06, 3
401.142, 4.10599e+06, 2
404.08, 4.10599e+06, 2
416.655, 5.90921e+06, 0
420.915, 5.60185e+06, 0
428.043, 4.5869e+06, 1
432.847, 4.5869e+06, 1
462.054, 3.9413e+06, 3
466.746, 3.9413e+06, 2
469.199, 3.93918e+06, 3
496.257, 5.60185e+06, 0
508.511, 3.93337e+06, 3
512.418, 3.929e+06, 3
513.184, 3.9096e+06, 0
518.715, 3.929e+06, 3
520.274, 3.9096e+06, 0
523.348, 3.90523e+06, 3
527.061, 3.9096e+06, 0
527.15, 4.36138e+06, 1
528.289, 3.90515e+06, 3
530.221, 3.9096e+06, 0
535.862, 3.9096e+06, 0
536.206, 3.90303e+06, 3
539.24, 3.90303e+06, 3
560.357, 3.9096e+06, 0
582.469, 3.9413e+06, 2
590.181, 3.90303e+06, 3
599.083, 3.9096e+06, 0
622.544, 4.36138e+06, 1
