55	1.0936e+07	0
59	7.3468e+06	0
65	7.3467e+06	0
67	7.3467e+06	0
88	7.2753e+06	0
137	5.6664e+06	0
204	5.6664e+06	0
231	5.6664e+06	0
238	5.1009e+06	0
284	5.1009e+06	0
290	5.1009e+06	0
293	4.8329e+06	0
296	4.8329e+06	0
300	4.8329e+06	0
304	4.8329e+06	0
330	4.8329e+06	0
334	4.8329e+06	0
338	4.8329e+06	0
342	4.8329e+06	0
349	4.8329e+06	0
352	4.8329e+06	0
356	4.8329e+06	0
362	4.8329e+06	0
365	4.8329e+06	0
369	4.8329e+06	0
372	4.8329e+06	0
376	4.8329e+06	0
426	4.8329e+06	0
431	4.8329e+06	0
433	4.8329e+06	0
465	4.8329e+06	0
468	4.8329e+06	0
471	4.8329e+06	0
475	4.8329e+06	0
478	4.8329e+06	0
482	4.8329e+06	0
486	4.8329e+06	0
489	4.8329e+06	0
493	4.8329e+06	0
527	4.8329e+06	0
531	4.8329e+06	0
534	4.8329e+06	0
537	4.8329e+06	0
558	4.8329e+06	0
560	4.8329e+06	0
563	4.8329e+06	0
568	4.8329e+06	0
571	4.8329e+06	0
601	4.8329e+06	0
604	4.8329e+06	0
606	4.8329e+06	0
609	4.8329e+06	0
615	4.8329e+06	0
618	4.8329e+06	0
623	4.8329e+06	0
628	4.8329e+06	0
631	4.8329e+06	0
636	4.8329e+06	0
642	4.8329e+06	0
644	4.8329e+06	0
647	4.8329e+06	0
649	4.8329e+06	0
652	4.8329e+06	0
656	4.8329e+06	0
692	4.8329e+06	0
694	4.8329e+06	0
698	4.8329e+06	0
732	4.8329e+06	0
735	4.8329e+06	0
781	4.8329e+06	0
784	4.8329e+06	0
786	4.8329e+06	0
790	4.8329e+06	0
794	4.8329e+06	0
797	4.8329e+06	0
799	4.8329e+06	0
801	4.8329e+06	0
803	4.8329e+06	0
806	4.8329e+06	0
808	4.8329e+06	0
810	4.8329e+06	0
814	4.8329e+06	0
816	4.8329e+06	0
820	4.8329e+06	0
826	4.8329e+06	0
830	4.8329e+06	0
833	4.8329e+06	0
836	4.8329e+06	0
838	4.8329e+06	0
840	4.8329e+06	0
843	4.8329e+06	0
862	4.8329e+06	0
864	4.8329e+06	0
57	1.1167e+07	1
74	7.5732e+06	1
87	5.7815e+06	1
90	5.7654e+06	1
99	5.7654e+06	1
103	5.7453e+06	1
105	5.7453e+06	1
116	5.7453e+06	1
119	5.6853e+06	1
121	5.6853e+06	1
125	5.6853e+06	1
129	5.1015e+06	1
133	5.1015e+06	1
145	5.1009e+06	1
147	5.1009e+06	1
162	5.1009e+06	1
165	5.1009e+06	1
167	5.1009e+06	1
170	5.1009e+06	1
183	5.1009e+06	1
185	5.1009e+06	1
187	5.1009e+06	1
190	5.1009e+06	1
192	5.1009e+06	1
195	5.1009e+06	1
227	5.1009e+06	1
229	5.1009e+06	1
253	4.9105e+06	1
258	4.9105e+06	1
263	4.8851e+06	1
267	4.8772e+06	1
272	4.8772e+06	1
274	4.8512e+06	1
280	4.8329e+06	1
282	4.8329e+06	1
286	4.8329e+06	1
288	4.8329e+06	1
291	4.8329e+06	1
293	4.8329e+06	1
307	4.8329e+06	1
310	4.8329e+06	1
313	4.8329e+06	1
318	4.8329e+06	1
322	4.8329e+06	1
324	4.8329e+06	1
327	4.8329e+06	1
369	4.8329e+06	1
372	4.8329e+06	1
376	4.8329e+06	1
415	4.8329e+06	1
418	4.8329e+06	1
424	4.8329e+06	1
427	4.8329e+06	1
430	4.8329e+06	1
434	4.8329e+06	1
437	4.8329e+06	1
440	4.8329e+06	1
443	4.8329e+06	1
445	4.8329e+06	1
447	4.8329e+06	1
452	4.8329e+06	1
455	4.8329e+06	1
458	4.8329e+06	1
461	4.8329e+06	1
464	4.8329e+06	1
466	4.8329e+06	1
469	4.8329e+06	1
471	4.8329e+06	1
473	4.8329e+06	1
476	4.8329e+06	1
480	4.8329e+06	1
484	4.8329e+06	1
507	4.8329e+06	1
512	4.8329e+06	1
516	4.8329e+06	1
521	4.8329e+06	1
525	4.8329e+06	1
528	4.8329e+06	1
531	4.8329e+06	1
535	4.8329e+06	1
537	4.8329e+06	1
583	4.8329e+06	1
588	4.8329e+06	1
591	4.8329e+06	1
594	4.8329e+06	1
597	4.8329e+06	1
599	4.8329e+06	1
630	4.8329e+06	1
673	4.8329e+06	1
676	4.8329e+06	1
680	4.8329e+06	1
729	4.8329e+06	1
732	4.8329e+06	1
737	4.8329e+06	1
740	4.8329e+06	1
743	4.8329e+06	1
747	4.8329e+06	1
751	4.8329e+06	1
754	4.8329e+06	1
775	4.8329e+06	1
51	1.0929e+07	2
55	7.3618e+06	2
79	7.3473e+06	2
82	7.3198e+06	2
85	7.3198e+06	2
90	5.7615e+06	2
118	5.1015e+06	2
121	5.1015e+06	2
125	5.1015e+06	2
128	5.1015e+06	2
131	5.1015e+06	2
134	5.1015e+06	2
187	5.1015e+06	2
195	5.1009e+06	2
198	5.1009e+06	2
202	5.1009e+06	2
205	5.1009e+06	2
207	5.1009e+06	2
212	5.1009e+06	2
216	5.1009e+06	2
219	5.1009e+06	2
222	5.1009e+06	2
226	5.1009e+06	2
229	5.1009e+06	2
235	5.1009e+06	2
248	5.1009e+06	2
251	5.1009e+06	2
253	5.1009e+06	2
256	5.1009e+06	2
262	4.8851e+06	2
268	4.8851e+06	2
271	4.8851e+06	2
274	4.8591e+06	2
299	4.8591e+06	2
302	4.8591e+06	2
306	4.8329e+06	2
310	4.8329e+06	2
314	4.8329e+06	2
317	4.8329e+06	2
321	4.8329e+06	2
325	4.8329e+06	2
328	4.8329e+06	2
374	4.8329e+06	2
376	4.8329e+06	2
379	4.8329e+06	2
385	4.8329e+06	2
388	4.8329e+06	2
391	4.8329e+06	2
396	4.8329e+06	2
400	4.8329e+06	2
403	4.8329e+06	2
406	4.8329e+06	2
444	4.8329e+06	2
447	4.8329e+06	2
450	4.8329e+06	2
453	4.8329e+06	2
456	4.8329e+06	2
458	4.8329e+06	2
463	4.8329e+06	2
466	4.8329e+06	2
471	4.8329e+06	2
474	4.8329e+06	2
478	4.8329e+06	2
481	4.8329e+06	2
484	4.8329e+06	2
488	4.8329e+06	2
492	4.8329e+06	2
522	4.8329e+06	2
525	4.8329e+06	2
530	4.8329e+06	2
533	4.8329e+06	2
537	4.8329e+06	2
541	4.8329e+06	2
544	4.8329e+06	2
547	4.8329e+06	2
551	4.8329e+06	2
556	4.8329e+06	2
560	4.8329e+06	2
563	4.8329e+06	2
615	4.8329e+06	2
618	4.8329e+06	2
621	4.8329e+06	2
625	4.8329e+06	2
628	4.8329e+06	2
631	4.8329e+06	2
673	4.8329e+06	2
677	4.8329e+06	2
698	4.8329e+06	2
704	4.8329e+06	2
707	4.8329e+06	2
753	4.8329e+06	2
756	4.8329e+06	2
759	4.8329e+06	2
763	4.8329e+06	2
766	4.8329e+06	2
768	4.8329e+06	2
771	4.8329e+06	2
802	4.8329e+06	2
804	4.8329e+06	2
807	4.8329e+06	2
46	1.0935e+07	3
51	7.3517e+06	3
53	7.3517e+06	3
64	5.7815e+06	3
67	5.7815e+06	3
72	5.7815e+06	3
74	5.7815e+06	3
77	5.7815e+06	3
83	5.7815e+06	3
89	5.7815e+06	3
92	5.7654e+06	3
96	5.7453e+06	3
107	5.7453e+06	3
110	5.7453e+06	3
113	5.7453e+06	3
116	5.6853e+06	3
122	5.6853e+06	3
127	5.1015e+06	3
129	5.1015e+06	3
132	5.1015e+06	3
134	5.1015e+06	3
144	5.1009e+06	3
146	5.1009e+06	3
149	5.1009e+06	3
151	5.1009e+06	3
156	5.1009e+06	3
159	5.1009e+06	3
162	5.1009e+06	3
165	5.1009e+06	3
168	5.1009e+06	3
218	5.1009e+06	3
259	5.1009e+06	3
264	4.8851e+06	3
268	4.8591e+06	3
270	4.8591e+06	3
274	4.8512e+06	3
277	4.8512e+06	3
282	4.8512e+06	3
285	4.8329e+06	3
288	4.8329e+06	3
292	4.8329e+06	3
295	4.8329e+06	3
302	4.8329e+06	3
308	4.8329e+06	3
310	4.8329e+06	3
314	4.8329e+06	3
347	4.8329e+06	3
350	4.8329e+06	3
389	4.8329e+06	3
392	4.8329e+06	3
396	4.8329e+06	3
400	4.8329e+06	3
403	4.8329e+06	3
406	4.8329e+06	3
409	4.8329e+06	3
413	4.8329e+06	3
416	4.8329e+06	3
418	4.8329e+06	3
421	4.8329e+06	3
423	4.8329e+06	3
426	4.8329e+06	3
429	4.8329e+06	3
432	4.8329e+06	3
472	4.8329e+06	3
476	4.8329e+06	3
478	4.8329e+06	3
480	4.8329e+06	3
500	4.8329e+06	3
503	4.8329e+06	3
506	4.8329e+06	3
510	4.8329e+06	3
514	4.8329e+06	3
560	4.8329e+06	3
597	4.8329e+06	3
600	4.8329e+06	3
602	4.8329e+06	3
606	4.8329e+06	3
609	4.8329e+06	3
614	4.8329e+06	3
639	4.8329e+06	3
642	4.8329e+06	3
646	4.8329e+06	3
675	4.8329e+06	3
679	4.8329e+06	3
683	4.8329e+06	3
731	4.8329e+06	3
733	4.8329e+06	3
735	4.8329e+06	3
738	4.8329e+06	3
741	4.8329e+06	3
746	4.8329e+06	3
765	4.8329e+06	3
768	4.8329e+06	3
773	4.8329e+06	3
777	4.8329e+06	3
779	4.8329e+06	3
809	4.8329e+06	3
811	4.8329e+06	3
813	4.8329e+06	3
837	4.8329e+06	3
