0.00301466, 1e+08, 1
0.00308019, 1e+08, 3
0.00386662, 1e+08, 0
0.00393216, 1e+08, 2
46.6213, 1.09341e+07, 1
47.2294, 1.09335e+07, 0
47.2787, 1.09344e+07, 2
49.0525, 1.0929e+07, 3
49.4767, 7.34647e+06, 1
50.1447, 7.34903e+06, 0
50.1837, 7.34481e+06, 2
51.6692, 7.33798e+06, 3
52.4532, 7.34903e+06, 0
52.5919, 7.34647e+06, 1
53.3041, 7.34481e+06, 2
53.612, 7.31044e+06, 3
54.4413, 7.32154e+06, 0
55.173, 7.34481e+06, 2
56.0234, 7.31044e+06, 3
57.7074, 7.32154e+06, 0
60.4743, 7.32154e+06, 0
60.5852, 7.34481e+06, 2
71.7823, 5.77981e+06, 2
74.537, 5.77981e+06, 2
77.2229, 5.77981e+06, 2
77.4221, 7.32154e+06, 0
79.4804, 7.34647e+06, 1
79.8211, 5.76436e+06, 2
82.796, 7.31038e+06, 1
83.2574, 5.77475e+06, 0
83.7727, 5.76436e+06, 2
85.363, 6.57458e+06, 1
90.3488, 5.77475e+06, 0
92.2053, 6.57458e+06, 1
100.888, 5.03429e+06, 2
103.154, 5.03429e+06, 2
105.832, 7.31044e+06, 3
105.885, 5.03429e+06, 2
108.538, 5.03429e+06, 2
109.497, 7.31044e+06, 3
109.511, 6.33783e+06, 1
111.685, 7.31044e+06, 3
112.883, 6.33783e+06, 1
113.621, 7.31044e+06, 3
114.03, 5.03429e+06, 2
116.451, 6.86322e+06, 3
116.659, 5.03429e+06, 2
121.733, 5.03429e+06, 2
121.873, 6.31386e+06, 1
123.957, 5.03429e+06, 2
126.465, 6.30423e+06, 1
131.472, 6.30423e+06, 1
133.221, 5.28909e+06, 0
133.973, 6.30423e+06, 1
135.501, 5.28909e+06, 0
136.703, 6.27259e+06, 1
138.286, 5.02791e+06, 2
140.478, 5.60393e+06, 3
143.328, 5.5324e+06, 3
145.95, 5.5324e+06, 3
151.347, 5.5324e+06, 3
154.126, 5.16057e+06, 1
154.995, 5.52894e+06, 3
156.657, 5.16056e+06, 1
159.308, 5.16056e+06, 1
162.014, 5.14736e+06, 1
163.227, 5.02775e+06, 3
164.473, 5.14736e+06, 1
165.318, 5.02775e+06, 3
167.821, 5.02775e+06, 3
170.042, 5.02775e+06, 3
171.65, 5.14736e+06, 1
175.567, 5.14736e+06, 1
178.656, 5.07583e+06, 1
181.705, 5.07583e+06, 1
182.968, 5.28909e+06, 0
183.706, 5.02775e+06, 3
183.889, 5.07583e+06, 1
185.029, 5.28909e+06, 0
187.884, 5.28909e+06, 0
187.89, 5.02791e+06, 2
189.973, 5.07583e+06, 1
190.363, 5.02791e+06, 2
192.498, 5.07583e+06, 1
192.909, 5.02791e+06, 2
194.817, 5.07444e+06, 1
195.572, 5.02791e+06, 2
198.869, 5.05744e+06, 1
200.075, 4.85968e+06, 2
207.882, 4.84793e+06, 3
210.129, 4.84793e+06, 3
212.721, 4.84793e+06, 3
216.443, 4.8319e+06, 3
219.059, 4.83189e+06, 3
219.316, 4.84793e+06, 0
221.556, 4.84793e+06, 0
226.873, 4.84793e+06, 0
230.515, 4.8319e+06, 0
230.591, 4.81064e+06, 3
233.29, 4.81064e+06, 3
235.622, 4.81064e+06, 3
238.903, 4.81064e+06, 3
239.008, 4.73195e+06, 2
241.049, 4.81064e+06, 3
242.613, 4.71628e+06, 2
245.23, 4.71628e+06, 2
247.625, 4.67473e+06, 2
250.198, 4.67473e+06, 2
250.536, 4.81064e+06, 3
250.923, 4.8319e+06, 0
252.683, 4.67177e+06, 2
255.738, 4.67177e+06, 2
262.891, 4.81064e+06, 0
265.61, 4.81064e+06, 0
269.833, 4.81064e+06, 0
272.395, 4.81064e+06, 0
275.512, 5.05744e+06, 1
276.45, 4.81064e+06, 0
278.458, 4.81064e+06, 1
279.645, 4.67176e+06, 0
281.02, 4.81064e+06, 1
283.154, 4.81064e+06, 1
283.827, 4.67176e+06, 0
285.593, 4.81064e+06, 1
287.539, 4.81064e+06, 3
288.071, 4.66626e+06, 0
289.692, 4.81064e+06, 3
291.119, 4.66626e+06, 0
291.123, 4.76222e+06, 1
292.357, 4.81064e+06, 3
293.652, 4.66626e+06, 1
294.703, 4.81064e+06, 3
295.087, 4.66626e+06, 0
296.282, 4.67177e+06, 2
296.286, 4.66626e+06, 1
297.255, 4.66625e+06, 3
297.604, 4.66626e+06, 0
298.352, 4.67177e+06, 2
300.684, 4.66626e+06, 0
300.708, 4.67177e+06, 2
303.065, 4.66626e+06, 2
303.778, 4.66626e+06, 0
307.119, 4.66626e+06, 2
307.166, 4.66626e+06, 0
310.084, 4.66626e+06, 0
310.735, 4.66626e+06, 2
312.278, 4.66626e+06, 0
313.089, 4.66626e+06, 2
314.886, 4.66626e+06, 1
316.017, 4.66625e+06, 3
316.087, 4.66626e+06, 0
317.545, 4.66626e+06, 1
318.518, 4.66626e+06, 0
318.67, 4.66625e+06, 3
320.196, 4.66626e+06, 1
321.324, 4.66625e+06, 3
322.177, 4.66626e+06, 1
322.358, 4.66626e+06, 0
324.71, 4.66625e+06, 3
325.011, 4.66626e+06, 1
327.107, 4.66625e+06, 3
327.888, 4.66626e+06, 1
329.508, 4.66626e+06, 2
330.627, 4.66625e+06, 3
331.597, 4.66626e+06, 2
333.502, 4.66625e+06, 3
333.915, 4.66626e+06, 2
336.027, 4.66625e+06, 3
336.953, 4.66626e+06, 2
341.299, 4.66626e+06, 0
343.61, 4.66626e+06, 0
348.085, 4.66626e+06, 0
358.732, 4.66625e+06, 3
359.831, 4.66626e+06, 2
361.114, 4.66625e+06, 3
363.488, 4.66626e+06, 2
363.656, 4.66625e+06, 3
365.846, 4.66625e+06, 2
366.711, 4.66625e+06, 3
368.939, 4.66625e+06, 3
369.072, 4.66626e+06, 0
369.898, 4.66625e+06, 2
372.445, 4.66625e+06, 3
372.775, 4.66625e+06, 2
374.796, 4.66625e+06, 3
377.195, 4.66625e+06, 2
378.882, 4.66625e+06, 3
381.293, 4.66625e+06, 2
383.265, 4.66625e+06, 3
383.676, 4.66625e+06, 2
384.988, 4.66626e+06, 1
385.592, 4.66625e+06, 3
386.301, 4.66626e+06, 0
386.356, 4.66625e+06, 2
387.144, 4.66626e+06, 1
388.553, 4.66625e+06, 2
388.723, 4.66626e+06, 0
389.121, 4.66626e+06, 1
389.246, 4.66625e+06, 3
390.687, 4.66626e+06, 0
391.272, 4.66625e+06, 3
391.554, 4.66626e+06, 1
392.276, 4.66625e+06, 2
393.578, 4.66626e+06, 0
393.813, 4.66625e+06, 3
394.111, 4.66626e+06, 1
394.725, 4.66625e+06, 2
395.611, 4.66626e+06, 0
396.778, 4.66625e+06, 2
397.004, 4.66626e+06, 1
397.57, 4.66625e+06, 3
