0, 1e+08, 3
0, 1e+08, 2
0, 1e+08, 0
0, 1e+08, 1
45.7682, 1.09318e+07, 1
46.7078, 1.09315e+07, 0
46.9762, 1.09348e+07, 2
49.1237, 1.0937e+07, 3
88.4495, 5.42772e+06, 2
142.539, 6.4451e+06, 0
155.961, 1.09318e+07, 1
162.94, 5.72471e+06, 3
169.383, 4.72905e+06, 3
169.92, 5.42772e+06, 2
186.428, 5.427e+06, 1
198.24, 5.52346e+06, 0
201.327, 4.32057e+06, 1
215.419, 4.5221e+06, 0
228.573, 4.72905e+06, 3
232.465, 4.2737e+06, 1
266.691, 5.42772e+06, 2
272.194, 4.37274e+06, 0
279.71, 3.18768e+06, 3
279.978, 3.93586e+06, 1
